list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,comments,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,repeated_prime,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,distractor5_differentNoun_differentColor_samePatternAsTarget,targetPosition,repeatedPrime,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,distractor5,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
1,72,f32,f32.mp3,9,9,9,AN,The large nail,,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
2,72,f32,f32.mp3,9,9,9,AN,The large nail,,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
3,72,f32,f32.mp3,9,9,9,AN,The large nail,,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
4,72,f32,f32.mp3,9,9,9,AN,The large nail,,nail pointing left,9,,nail,,,nail,,,size,direction,nailLeftSmall,,,,,,,,,,,,,,,,N,3,2,3,tennisracketBlueLargeLeft.png,nailRight.png,nailLeftSmall.png,tennisracketBlueLargeLeft.png,tennisracketRedLargeRight.png,nailRightSmall.png,tennisracketRedLargeRight.png,tennisracketBlueLargeLeft.png
2,73,31,31_CP_RC.mp3,1,CP,1,RC,The red toaster that's spotted,x,green chequered toaster,0,toaster_green_chequered,toaster,green,chequered,ashtray,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,8,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
4,73,31,31_PC_RC.mp3,2,PC,0,RC,The spotted toaster that's red,x,green chequered toaster,0,toaster_green_chequered,toaster,green,chequered,ashtray,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,8,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
3,73,31,31_CP.mp3,3,CP,1,AAN,The red spotted toaster,,green chequered toaster,1,toaster_green_chequered,toaster,green,chequered,toaster,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,8,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
1,73,31,31_PC.mp3,4,PC,0,AAN,The spotted red toaster,,green chequered toaster,1,toaster_green_chequered,toaster,green,chequered,toaster,red,spotted,,,toaster_green_chequered,toaster_red_spotted,ashtray_red_spotted,toaster_green_spotted,toaster_red_chequered,ashtray_green_chequered,ashtray_green_spotted,ashtray_red_chequered,5,8,2,6,7,3,4,1,Y,5,8,5,ashtray_red_chequered.png,ashtray_red_spotted.png,ashtray_green_chequered.png,ashtray_green_spotted.png,toaster_green_chequered.png,toaster_green_spotted.png,toaster_red_chequered.png,toaster_red_spotted.png
1,74,f33,f33RC.mp3,9,9,9,RC,The pencil that's pointing up,,small helmet that's facing left,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,8,4,8,garbagecanBlueLarge.png,helmetLeft.png,pencilBlueLarge.png,pencilBlueLargeUp.png,helmetRight.png,helmetRedSmall.png,garbagecanBlueSmall.png,helmetRedSmallLeft.png
2,74,f33,f33RC.mp3,9,9,9,RC,The pencil that's pointing up,,small helmet that's facing left,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,8,4,8,garbagecanBlueLarge.png,helmetLeft.png,pencilBlueLarge.png,pencilBlueLargeUp.png,helmetRight.png,helmetRedSmall.png,garbagecanBlueSmall.png,helmetRedSmallLeft.png
3,74,f33,f33RC.mp3,9,9,9,RC,The pencil that's pointing up,,small helmet that's facing left,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,8,4,8,garbagecanBlueLarge.png,helmetLeft.png,pencilBlueLarge.png,pencilBlueLargeUp.png,helmetRight.png,helmetRedSmall.png,garbagecanBlueSmall.png,helmetRedSmallLeft.png
4,74,f33,f33RC.mp3,9,9,9,RC,The pencil that's pointing up,,small helmet that's facing left,9,,pencil,,,pencil,,,noun category,noun category,garbagecanBlueSmall,,,,,,,,,,,,,,,,N,8,4,8,garbagecanBlueLarge.png,helmetLeft.png,pencilBlueLarge.png,pencilBlueLargeUp.png,helmetRight.png,helmetRedSmall.png,garbagecanBlueSmall.png,helmetRedSmallLeft.png
1,75,32,32_CP_RC.mp3,1,CP,1,RC,The green pan that's chequered,x,blue spotted frying pan,0,fryingpan_blue_spotted,frying pan,blue,spotted,triangle,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,7,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
3,75,32,32_PC_RC.mp3,2,PC,0,RC,The chequered pan that's green,x,blue spotted frying pan,0,fryingpan_blue_spotted,frying pan,blue,spotted,triangle,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,7,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
2,75,32,32_CP.mp3,3,CP,1,AAN,The green chequered pan,,blue spotted frying pan,1,fryingpan_blue_spotted,frying pan,blue,spotted,frying pan,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,7,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
4,75,32,32_PC.mp3,4,PC,0,AAN,The chequered green pan,,blue spotted frying pan,1,fryingpan_blue_spotted,frying pan,blue,spotted,frying pan,green,chequered,,,fryingpan_blue_spotted,fryingpan_green_chequered,triangle_green_chequered,fryingpan_blue_chequered,fryingpan_green_spotted,triangle_blue_spotted,triangle_blue_chequered,triangle_green_spotted,1,7,5,4,2,3,6,8,Y,1,7,1,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,triangle_blue_spotted.png,fryingpan_blue_chequered.png,triangle_green_chequered.png,triangle_blue_chequered.png,fryingpan_green_chequered.png,triangle_green_spotted.png
1,76,f30,f30.mp3,9,9,9,AN,The small monkey,,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
2,76,f30,f30.mp3,9,9,9,AN,The small monkey,,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
3,76,f30,f30.mp3,9,9,9,AN,The small monkey,,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
4,76,f30,f30.mp3,9,9,9,AN,The small monkey,,monkey facing right,9,,monkey,,,monkey,,,size,direction,monkeyLargeRight,,,,,,,,,,,,,,,,N,2,8,2,fishSmallLeft.png,monkeyLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,monkeyLargeLeft.png,fishSmallLeft.png,fishSmallLeft.png,monkeySmallLeft.png
1,77,f42,f42RC.mp3,9,9,9,RC,The large swan that's facing left,,The small swan that's facing left,9,,swan,,,swan,,,noun category,size,,,,,,,,,,,,,,,,,N,4,1,4,swanWhiteLargeLeft.png,garbagecan_green_spotted.png,swanWhiteLargeRight.png,swanWhiteSmallLeft.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,garbagecan_green_spotted.png
2,77,f42,f42RC.mp3,9,9,9,RC,The large swan that's facing left,,The small swan that's facing left,9,,swan,,,swan,,,noun category,size,,,,,,,,,,,,,,,,,N,4,1,4,swanWhiteLargeLeft.png,garbagecan_green_spotted.png,swanWhiteLargeRight.png,swanWhiteSmallLeft.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,garbagecan_green_spotted.png
3,77,f42,f42RC.mp3,9,9,9,RC,The large swan that's facing left,,The small swan that's facing left,9,,swan,,,swan,,,noun category,size,,,,,,,,,,,,,,,,,N,4,1,4,swanWhiteLargeLeft.png,garbagecan_green_spotted.png,swanWhiteLargeRight.png,swanWhiteSmallLeft.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,garbagecan_green_spotted.png
4,77,f42,f42RC.mp3,9,9,9,RC,The large swan that's facing left,,The small swan that's facing left,9,,swan,,,swan,,,noun category,size,,,,,,,,,,,,,,,,,N,4,1,4,swanWhiteLargeLeft.png,garbagecan_green_spotted.png,swanWhiteLargeRight.png,swanWhiteSmallLeft.png,garbagecan_green_spotted.png,swanWhiteSmallRight.png,garbagecan_green_chequered.png,garbagecan_green_spotted.png
4,78,33,33_CP_RC.mp3,1,CP,1,RC,The blue glove that's striped,x,green chequered glove,0,glove_green_chequered,glove,green,chequered,lamp,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,5,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
2,78,33,33_PC_RC.mp3,2,PC,0,RC,The striped glove that's blue,x,green chequered glove,0,glove_green_chequered,glove,green,chequered,lamp,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,5,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
1,78,33,33_CP.mp3,3,CP,1,AAN,The blue striped glove,,green chequered glove,1,glove_green_chequered,glove,green,chequered,glove,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,5,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
3,78,33,33_PC.mp3,4,PC,0,AAN,The striped blue glove,,green chequered glove,1,glove_green_chequered,glove,green,chequered,glove,blue,striped,,,glove_green_chequered,glove_blue_striped,lamp_blue_striped,glove_green_striped,glove_blue_chequered,lamp_green_chequered,lamp_green_striped,lamp_blue_chequered,6,5,7,4,2,3,8,1,Y,6,5,6,lamp_blue_chequered.png,glove_blue_chequered.png,lamp_green_chequered.png,glove_green_striped.png,glove_blue_striped.png,glove_green_chequered.png,lamp_blue_striped.png,lamp_green_striped.png
1,79,f02,f02.mp3,9,9,9,AN,The large cup,,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
2,79,f02,f02.mp3,9,9,9,AN,The large cup,,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
3,79,f02,f02.mp3,9,9,9,AN,The large cup,,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
4,79,f02,f02.mp3,9,9,9,AN,The large cup,,cup upside down,9,,cup,,,cup,,,size,direction,cupRedSmallUpsideDown,,,,,,,,,,,,,,,,N,2,7,2,cannonLarge.png,cupRedSmallUpsideDown.png,cannonSmallRight.png,cupRedSmall.png,cannonSmallRight.png,cannonSmallLeft.png,cupRedLarge.png,cannonLarge.png
2,80,34,34_CP_RC.mp3,1,CP,1,RC,The green shirt that's spotted,,red striped shirt,0,shirt_red_striped,shirt,red,striped,heart,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,1,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
4,80,34,34_PC_RC.mp3,2,PC,0,RC,The spotted shirt that's green,,red striped shirt,0,shirt_red_striped,shirt,red,striped,heart,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,1,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
3,80,34,34_CP.mp3,3,CP,1,AAN,The green spotted shirt,,red striped shirt,1,shirt_red_striped,shirt,red,striped,shirt,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,1,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
1,80,34,34_PC.mp3,4,PC,0,AAN,The spotted green shirt,,red striped shirt,1,shirt_red_striped,shirt,red,striped,shirt,green,spotted,,,shirt_red_striped,shirt_green_spotted,heart_green_spotted,shirt_red_spotted,shirt_green_striped,heart_red_striped,heart_red_spotted,heart_green_striped,3,1,8,6,4,2,7,5,Y,3,1,3,shirt_green_spotted.png,heart_red_striped.png,shirt_red_striped.png,shirt_green_striped.png,heart_green_striped.png,shirt_red_spotted.png,heart_red_spotted.png,heart_green_spotted.png
1,81,f28,f28.mp3,9,9,9,N,The helmet,,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
2,81,f28,f28.mp3,9,9,9,N,The helmet,,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
3,81,f28,f28.mp3,9,9,9,N,The helmet,,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
4,81,f28,f28.mp3,9,9,9,N,The helmet,,window,9,,window,,,helmet,,,noun category,noun category,windowRedLarge,,,,,,,,,,,,,,,,N,7,5,7,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,moonBlueLargeLeft.png,helmetLeft.png,moonRedLargeRight.png,windowRedLarge.png,moonRedLargeRight.png
1,82,35,35_CP_RC.mp3,1,CP,1,RC,The red kettle that's spotted,,blue chequered kettle,0,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,6,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
3,82,35,35_PC_RC.mp3,2,PC,0,RC,The spotted kettle that's red,,blue chequered kettle,0,kettle_blue_chequered,kettle,blue,chequered,table,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,6,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
2,82,35,35_CP.mp3,3,CP,1,AAN,The red spotted kettle,,blue chequered kettle,1,kettle_blue_chequered,kettle,blue,chequered,kettle,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,6,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
4,82,35,35_PC.mp3,4,PC,0,AAN,The spotted red kettle,,blue chequered kettle,1,kettle_blue_chequered,kettle,blue,chequered,kettle,red,spotted,,,kettle_blue_chequered,kettle_red_spotted,table_red_spotted,kettle_blue_spotted,kettle_red_chequered,table_blue_chequered,table_blue_spotted,table_red_chequered,7,6,4,8,1,2,3,5,Y,7,6,7,kettle_red_chequered.png,table_blue_chequered.png,table_blue_spotted.png,table_red_spotted.png,table_red_chequered.png,kettle_red_spotted.png,kettle_blue_chequered.png,kettle_blue_spotted.png
1,83,f22,f22RC.mp3,9,9,9,RC,The large horn that's facing left,,small horn that's facing right,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
2,83,f22,f22RC.mp3,9,9,9,RC,The large horn that's facing left,,small horn that's facing right,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
3,83,f22,f22RC.mp3,9,9,9,RC,The large horn that's facing left,,small horn that's facing right,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
4,83,f22,f22RC.mp3,9,9,9,RC,The large horn that's facing left,,small horn that's facing right,9,,frenchhorn,,,frenchhorn,,,directionoun category,size,frenchhornGreenSmallRight,,,,,,,,,,,,,,,,N,4,7,4,frenchhornGreenSmallLeft.png,frenchhornGreenLargeRight.png,horseSmallLeft.png,frenchhornGreenSmallRight.png,horseLargeRight.png,horseSmallLeft.png,frenchhornGreenLargeLeft.png,horseLargeLeft.png
3,84,36,36_CP_RC.mp3,1,CP,1,RC,The blue hammer that's chequered,x,red striped hammer,0,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,6,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
1,84,36,36_PC_RC.mp3,2,PC,0,RC,The chequered hammer that's blue,x,red striped hammer,0,hammer_red_striped,hammer,red,striped,jacket,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,6,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
4,84,36,36_CP.mp3,3,CP,1,AAN,The blue chequered hammer,,red striped hammer,1,hammer_red_striped,hammer,red,striped,hammer,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,6,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
2,84,36,36_PC.mp3,4,PC,0,AAN,The chequered blue hammer,,red striped hammer,1,hammer_red_striped,hammer,red,striped,hammer,blue,chequered,,,hammer_red_striped,hammer_blue_chequered,jacket_blue_chequered,hammer_red_chequered,hammer_blue_striped,jacket_red_striped,jacket_red_chequered,jacket_blue_striped,4,6,1,7,3,8,5,2,Y,4,6,4,jacket_blue_chequered.png,jacket_blue_striped.png,hammer_blue_striped.png,hammer_red_striped.png,jacket_red_chequered.png,hammer_blue_chequered.png,hammer_red_chequered.png,jacket_red_striped.png
