list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,comments,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,repeated_prime,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,distractor5_differentNoun_differentColor_samePatternAsTarget,targetPosition,repeatedPrime,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,distractor5,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
1,42,f47,f47.mp3,9,9,9,N,The watering can,,cup,9,,wateringcan,,,wateringcan,,,noun category,noun category,cupBlueLarge,,,,,,,,,,,,,,,,N,1,3,1,cupBlueLarge.png,motorcycleSmallRight.png,wateringcanBlueLarge.png,motorcycleLargeRight.png,motorcycleSmallRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png
2,42,f47,f47.mp3,9,9,9,N,The watering can,,cup,9,,wateringcan,,,wateringcan,,,noun category,noun category,cupBlueLarge,,,,,,,,,,,,,,,,N,1,3,1,cupBlueLarge.png,motorcycleSmallRight.png,wateringcanBlueLarge.png,motorcycleLargeRight.png,motorcycleSmallRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png
3,42,f47,f47.mp3,9,9,9,N,The watering can,,cup,9,,wateringcan,,,wateringcan,,,noun category,noun category,cupBlueLarge,,,,,,,,,,,,,,,,N,1,3,1,cupBlueLarge.png,motorcycleSmallRight.png,wateringcanBlueLarge.png,motorcycleLargeRight.png,motorcycleSmallRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png
4,42,f47,f47.mp3,9,9,9,N,The watering can,,cup,9,,wateringcan,,,wateringcan,,,noun category,noun category,cupBlueLarge,,,,,,,,,,,,,,,,N,1,3,1,cupBlueLarge.png,motorcycleSmallRight.png,wateringcanBlueLarge.png,motorcycleLargeRight.png,motorcycleSmallRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png
4,43,18,18_CP_RC.mp3,1,CP,1,RC,The red guitar that's spotted,x,green striped guitar,0,guitar_green_striped,guitar,green,striped,screwdriver,red,spotted,,,guitar_green_striped,guitar_red_spotted,screwdriver_red_spotted,guitar_green_spotted,guitar_red_striped,screwdriver_green_striped,screwdriver_green_spotted,screwdriver_red_striped,8,1,2,3,4,6,5,7,Y,8,1,8,guitar_red_spotted.png,screwdriver_red_spotted.png,guitar_green_spotted.png,guitar_red_striped.png,screwdriver_green_spotted.png,screwdriver_green_striped.png,screwdriver_red_striped.png,guitar_green_striped.png
2,43,18,18_PC_RC.mp3,2,PC,0,RC,The spotted guitar that's red,x,green striped guitar,0,guitar_green_striped,guitar,green,striped,screwdriver,red,spotted,,,guitar_green_striped,guitar_red_spotted,screwdriver_red_spotted,guitar_green_spotted,guitar_red_striped,screwdriver_green_striped,screwdriver_green_spotted,screwdriver_red_striped,8,1,2,3,4,6,5,7,Y,8,1,8,guitar_red_spotted.png,screwdriver_red_spotted.png,guitar_green_spotted.png,guitar_red_striped.png,screwdriver_green_spotted.png,screwdriver_green_striped.png,screwdriver_red_striped.png,guitar_green_striped.png
1,43,18,18_CP.mp3,3,CP,1,AAN,The red spotted guitar,,green striped guitar,1,guitar_green_striped,guitar,green,striped,guitar,red,spotted,,,guitar_green_striped,guitar_red_spotted,screwdriver_red_spotted,guitar_green_spotted,guitar_red_striped,screwdriver_green_striped,screwdriver_green_spotted,screwdriver_red_striped,8,1,2,3,4,6,5,7,Y,8,1,8,guitar_red_spotted.png,screwdriver_red_spotted.png,guitar_green_spotted.png,guitar_red_striped.png,screwdriver_green_spotted.png,screwdriver_green_striped.png,screwdriver_red_striped.png,guitar_green_striped.png
3,43,18,18_PC.mp3,4,PC,0,AAN,The spotted red guitar,,green striped guitar,1,guitar_green_striped,guitar,green,striped,guitar,red,spotted,,,guitar_green_striped,guitar_red_spotted,screwdriver_red_spotted,guitar_green_spotted,guitar_red_striped,screwdriver_green_striped,screwdriver_green_spotted,screwdriver_red_striped,8,1,2,3,4,6,5,7,Y,8,1,8,guitar_red_spotted.png,screwdriver_red_spotted.png,guitar_green_spotted.png,guitar_red_striped.png,screwdriver_green_spotted.png,screwdriver_green_striped.png,screwdriver_red_striped.png,guitar_green_striped.png
1,44,f20,f20RC.mp3,9,9,9,RC,The large fly that's facing right,,small fly that's facing left,9,,fly,,,fly,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,N,5,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png
2,44,f20,f20RC.mp3,9,9,9,RC,The large fly that's facing right,,small fly that's facing left,9,,fly,,,fly,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,N,5,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png
3,44,f20,f20RC.mp3,9,9,9,RC,The large fly that's facing right,,small fly that's facing left,9,,fly,,,fly,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,N,5,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png
4,44,f20,f20RC.mp3,9,9,9,RC,The large fly that's facing right,,small fly that's facing left,9,,fly,,,fly,,,directionoun category,size,flySmall,,,,,,,,,,,,,,,,N,5,6,5,donkeyLargeRight.png,flyLarge.png,flySmallRight.png,donkeyLargeRight.png,flySmall.png,flyRight.png,donkeyLargeLeft.png,donkeyLargeRight.png
3,45,19,19_CP_RC.mp3,1,CP,1,RC,The blue boot that's striped,,green spotted boot,0,boot_green_spotted,boot,green,spotted,belt,blue,striped,,,boot_green_spotted,boot_blue_striped,belt_blue_striped,boot_green_striped,boot_blue_spotted,belt_green_spotted,belt_green_striped,belt_blue_spotted,5,2,7,8,3,4,6,1,Y,5,2,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png
1,45,19,19_PC_RC.mp3,2,PC,0,RC,The striped boot that's blue,,green spotted boot,0,boot_green_spotted,boot,green,spotted,belt,blue,striped,,,boot_green_spotted,boot_blue_striped,belt_blue_striped,boot_green_striped,boot_blue_spotted,belt_green_spotted,belt_green_striped,belt_blue_spotted,5,2,7,8,3,4,6,1,Y,5,2,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png
4,45,19,19_CP.mp3,3,CP,1,AAN,The blue striped boot,,green spotted boot,1,boot_green_spotted,boot,green,spotted,boot,blue,striped,,,boot_green_spotted,boot_blue_striped,belt_blue_striped,boot_green_striped,boot_blue_spotted,belt_green_spotted,belt_green_striped,belt_blue_spotted,5,2,7,8,3,4,6,1,Y,5,2,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png
2,45,19,19_PC.mp3,4,PC,0,AAN,The striped blue boot,,green spotted boot,1,boot_green_spotted,boot,green,spotted,boot,blue,striped,,,boot_green_spotted,boot_blue_striped,belt_blue_striped,boot_green_striped,boot_blue_spotted,belt_green_spotted,belt_green_striped,belt_blue_spotted,5,2,7,8,3,4,6,1,Y,5,2,5,belt_blue_spotted.png,boot_blue_striped.png,boot_blue_spotted.png,belt_green_spotted.png,boot_green_spotted.png,belt_green_striped.png,belt_blue_striped.png,boot_green_striped.png
1,46,f15,f15.mp3,9,9,9,AN,The small caterpillar,,candle,9,,candle,,,caterpillar,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,N,8,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png
2,46,f15,f15.mp3,9,9,9,AN,The small caterpillar,,candle,9,,candle,,,caterpillar,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,N,8,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png
3,46,f15,f15.mp3,9,9,9,AN,The small caterpillar,,candle,9,,candle,,,caterpillar,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,N,8,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png
4,46,f15,f15.mp3,9,9,9,AN,The small caterpillar,,candle,9,,candle,,,caterpillar,,,noun category,noun category,candleGreenLarge,,,,,,,,,,,,,,,,N,8,4,8,chiselBlueLarge.png,chiselRedLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,chiselRedLarge.png,chiselBlueLarge.png,candleGreenLarge.png
1,47,20,20_CP_RC.mp3,1,CP,1,RC,The green bow that's spotted,x,blue striped bow,0,bow_blue_striped,bow,blue,striped,lock,green,spotted,,,bow_blue_striped,bow_green_spotted,lock_green_spotted,bow_blue_spotted,bow_green_striped,lock_blue_striped,lock_blue_spotted,lock_green_striped,1,4,3,8,6,7,5,2,Y,1,4,1,bow_blue_striped.png,lock_green_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_blue_striped.png,bow_blue_spotted.png
3,47,20,20_PC_RC.mp3,2,PC,0,RC,The spotted bow that's green,x,blue striped bow,0,bow_blue_striped,bow,blue,striped,lock,green,spotted,,,bow_blue_striped,bow_green_spotted,lock_green_spotted,bow_blue_spotted,bow_green_striped,lock_blue_striped,lock_blue_spotted,lock_green_striped,1,4,3,8,6,7,5,2,Y,1,4,1,bow_blue_striped.png,lock_green_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_blue_striped.png,bow_blue_spotted.png
2,47,20,20_CP.mp3,3,CP,1,AAN,The green spotted bow,,blue striped bow,1,bow_blue_striped,bow,blue,striped,bow,green,spotted,,,bow_blue_striped,bow_green_spotted,lock_green_spotted,bow_blue_spotted,bow_green_striped,lock_blue_striped,lock_blue_spotted,lock_green_striped,1,4,3,8,6,7,5,2,Y,1,4,1,bow_blue_striped.png,lock_green_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_blue_striped.png,bow_blue_spotted.png
4,47,20,20_PC.mp3,4,PC,0,AAN,The spotted green bow,,blue striped bow,1,bow_blue_striped,bow,blue,striped,bow,green,spotted,,,bow_blue_striped,bow_green_spotted,lock_green_spotted,bow_blue_spotted,bow_green_striped,lock_blue_striped,lock_blue_spotted,lock_green_striped,1,4,3,8,6,7,5,2,Y,1,4,1,bow_blue_striped.png,lock_green_striped.png,lock_green_spotted.png,bow_green_spotted.png,lock_blue_spotted.png,bow_green_striped.png,lock_blue_striped.png,bow_blue_spotted.png
1,48,f31,f31RC.mp3,9,9,9,RC,The large motorcycle that's facing left,,small motorcycle that's facing right,9,,motorcycle,,,motorcycle,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,N,8,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png
2,48,f31,f31RC.mp3,9,9,9,RC,The large motorcycle that's facing left,,small motorcycle that's facing right,9,,motorcycle,,,motorcycle,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,N,8,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png
3,48,f31,f31RC.mp3,9,9,9,RC,The large motorcycle that's facing left,,small motorcycle that's facing right,9,,motorcycle,,,motorcycle,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,N,8,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png
4,48,f31,f31RC.mp3,9,9,9,RC,The large motorcycle that's facing left,,small motorcycle that's facing right,9,,motorcycle,,,motorcycle,,,size,direction,motorcycleSmallRight,,,,,,,,,,,,,,,,N,8,1,8,motorcycleLargeLeft.png,cup_red_chequered.png,toothbrush_blue_chequered.png,motorcycleLargeRight.png,motorcycleSmallLeft.png,toothbrush_blue_chequered.png,cup_red_chequered.png,motorcycleSmallRight.png
1,49,f38,f38.mp3,9,9,9,N,The sledge,,caterpillar,9,,sledge,,,sledge,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,1,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png
2,49,f38,f38.mp3,9,9,9,N,The sledge,,caterpillar,9,,sledge,,,sledge,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,1,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png
3,49,f38,f38.mp3,9,9,9,N,The sledge,,caterpillar,9,,sledge,,,sledge,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,1,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png
4,49,f38,f38.mp3,9,9,9,N,The sledge,,caterpillar,9,,sledge,,,sledge,,,noun category,noun category,caterpillarGreenLarge,,,,,,,,,,,,,,,,N,1,8,1,caterpillarGreenLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,butterflyBlueLarge.png,butterflyRedLarge.png,butterflyBlueLarge.png,sledgeGreenLargeRight.png
4,50,21,21_CP_RC.mp3,1,CP,1,RC,The red stool that's striped,x,green spotted stool,0,stool_green_spotted,stool,green,spotted,handbag,red,striped,,,stool_green_spotted,stool_red_striped,handbag_red_striped,stool_green_striped,stool_red_spotted,handbag_green_spotted,handbag_green_striped,handbag_red_spotted,7,4,1,2,3,5,6,8,Y,7,4,7,handbag_red_striped.png,stool_green_striped.png,stool_red_spotted.png,stool_red_striped.png,handbag_green_spotted.png,handbag_green_striped.png,stool_green_spotted.png,handbag_red_spotted.png
2,50,21,21_PC_RC.mp3,2,PC,0,RC,The striped stool that's red,x,green spotted stool,0,stool_green_spotted,stool,green,spotted,handbag,red,striped,,,stool_green_spotted,stool_red_striped,handbag_red_striped,stool_green_striped,stool_red_spotted,handbag_green_spotted,handbag_green_striped,handbag_red_spotted,7,4,1,2,3,5,6,8,Y,7,4,7,handbag_red_striped.png,stool_green_striped.png,stool_red_spotted.png,stool_red_striped.png,handbag_green_spotted.png,handbag_green_striped.png,stool_green_spotted.png,handbag_red_spotted.png
1,50,21,21_CP.mp3,3,CP,1,AAN,The red striped stool,,green spotted stool,1,stool_green_spotted,stool,green,spotted,stool,red,striped,,,stool_green_spotted,stool_red_striped,handbag_red_striped,stool_green_striped,stool_red_spotted,handbag_green_spotted,handbag_green_striped,handbag_red_spotted,7,4,1,2,3,5,6,8,Y,7,4,7,handbag_red_striped.png,stool_green_striped.png,stool_red_spotted.png,stool_red_striped.png,handbag_green_spotted.png,handbag_green_striped.png,stool_green_spotted.png,handbag_red_spotted.png
3,50,21,21_PC.mp3,4,PC,0,AAN,The striped red stool,,green spotted stool,1,stool_green_spotted,stool,green,spotted,stool,red,striped,,,stool_green_spotted,stool_red_striped,handbag_red_striped,stool_green_striped,stool_red_spotted,handbag_green_spotted,handbag_green_striped,handbag_red_spotted,7,4,1,2,3,5,6,8,Y,7,4,7,handbag_red_striped.png,stool_green_striped.png,stool_red_spotted.png,stool_red_striped.png,handbag_green_spotted.png,handbag_green_striped.png,stool_green_spotted.png,handbag_red_spotted.png
1,51,f17,f17RC.mp3,9,9,9,RC,The alligator that's facing right,,small alligator that's facing left,9,,alligator,,,alligator,,,directionoun category,size,alligatorSmallLeft,,,,,,,,,,,,,,,,N,2,5,2,helicopterLargeLeft.png,alligatorSmallLeft.png,alligatorSmallRight.png,helicopterLargeLeft.png,alligatorLargeRight.png,helicopterLargeLeft.png,alligatorLargeLeft.png,helicopterLargeLeft.png
2,51,f17,f17RC.mp3,9,9,9,RC,The alligator that's facing right,,small alligator that's facing left,9,,alligator,,,alligator,,,directionoun category,size,alligatorSmallLeft,,,,,,,,,,,,,,,,N,2,5,2,helicopterLargeLeft.png,alligatorSmallLeft.png,alligatorSmallRight.png,helicopterLargeLeft.png,alligatorLargeRight.png,helicopterLargeLeft.png,alligatorLargeLeft.png,helicopterLargeLeft.png
3,51,f17,f17RC.mp3,9,9,9,RC,The alligator that's facing right,,small alligator that's facing left,9,,alligator,,,alligator,,,directionoun category,size,alligatorSmallLeft,,,,,,,,,,,,,,,,N,2,5,2,helicopterLargeLeft.png,alligatorSmallLeft.png,alligatorSmallRight.png,helicopterLargeLeft.png,alligatorLargeRight.png,helicopterLargeLeft.png,alligatorLargeLeft.png,helicopterLargeLeft.png
4,51,f17,f17RC.mp3,9,9,9,RC,The alligator that's facing right,,small alligator that's facing left,9,,alligator,,,alligator,,,directionoun category,size,alligatorSmallLeft,,,,,,,,,,,,,,,,N,2,5,2,helicopterLargeLeft.png,alligatorSmallLeft.png,alligatorSmallRight.png,helicopterLargeLeft.png,alligatorLargeRight.png,helicopterLargeLeft.png,alligatorLargeLeft.png,helicopterLargeLeft.png
3,52,22,22_CP_RC.mp3,1,CP,1,RC,The green balloon that's spotted,x,red chequered balloon,0,balloon_red_chequered,balloon,red,chequered,pitcher,green,spotted,,,balloon_red_chequered,balloon_green_spotted,pitcher_green_spotted,balloon_red_spotted,balloon_green_chequered,pitcher_red_chequered,pitcher_red_spotted,pitcher_green_chequered,8,5,2,4,6,1,7,3,Y,8,5,8,pitcher_red_chequered.png,pitcher_green_spotted.png,pitcher_green_chequered.png,balloon_red_spotted.png,balloon_green_spotted.png,balloon_green_chequered.png,pitcher_red_spotted.png,balloon_red_chequered.png
1,52,22,22_PC_RC.mp3,2,PC,0,RC,The spotted balloon that's green,x,red chequered balloon,0,balloon_red_chequered,balloon,red,chequered,pitcher,green,spotted,,,balloon_red_chequered,balloon_green_spotted,pitcher_green_spotted,balloon_red_spotted,balloon_green_chequered,pitcher_red_chequered,pitcher_red_spotted,pitcher_green_chequered,8,5,2,4,6,1,7,3,Y,8,5,8,pitcher_red_chequered.png,pitcher_green_spotted.png,pitcher_green_chequered.png,balloon_red_spotted.png,balloon_green_spotted.png,balloon_green_chequered.png,pitcher_red_spotted.png,balloon_red_chequered.png
4,52,22,22_CP.mp3,3,CP,1,AAN,The green spotted balloon,,red chequered balloon,1,balloon_red_chequered,balloon,red,chequered,balloon,green,spotted,,,balloon_red_chequered,balloon_green_spotted,pitcher_green_spotted,balloon_red_spotted,balloon_green_chequered,pitcher_red_chequered,pitcher_red_spotted,pitcher_green_chequered,8,5,2,4,6,1,7,3,Y,8,5,8,pitcher_red_chequered.png,pitcher_green_spotted.png,pitcher_green_chequered.png,balloon_red_spotted.png,balloon_green_spotted.png,balloon_green_chequered.png,pitcher_red_spotted.png,balloon_red_chequered.png
2,52,22,22_PC.mp3,4,PC,0,AAN,The spotted green balloon,,red chequered balloon,1,balloon_red_chequered,balloon,red,chequered,balloon,green,spotted,,,balloon_red_chequered,balloon_green_spotted,pitcher_green_spotted,balloon_red_spotted,balloon_green_chequered,pitcher_red_chequered,pitcher_red_spotted,pitcher_green_chequered,8,5,2,4,6,1,7,3,Y,8,5,8,pitcher_red_chequered.png,pitcher_green_spotted.png,pitcher_green_chequered.png,balloon_red_spotted.png,balloon_green_spotted.png,balloon_green_chequered.png,pitcher_red_spotted.png,balloon_red_chequered.png
1,53,f01,f01.mp3,9,9,9,AN,The large anchor,,anchor facing left,9,,anchor,,,anchor,,,size,direction,anchorRedSmall,,,,,,,,,,,,,,,,N,1,2,1,anchorRedSmall.png,anchorRedLargeRight.png,turtleGreenLargeRight.png,turtleGreenSmallLeft.png,donkeyLargeRight.png,turtleGreenSmallRight.png,anchorRedSmallRight.png,turtleGreenLargeLeft.png
2,53,f01,f01.mp3,9,9,9,AN,The large anchor,,anchor facing left,9,,anchor,,,anchor,,,size,direction,anchorRedSmall,,,,,,,,,,,,,,,,N,1,2,1,anchorRedSmall.png,anchorRedLargeRight.png,turtleGreenLargeRight.png,turtleGreenSmallLeft.png,donkeyLargeRight.png,turtleGreenSmallRight.png,anchorRedSmallRight.png,turtleGreenLargeLeft.png
3,53,f01,f01.mp3,9,9,9,AN,The large anchor,,anchor facing left,9,,anchor,,,anchor,,,size,direction,anchorRedSmall,,,,,,,,,,,,,,,,N,1,2,1,anchorRedSmall.png,anchorRedLargeRight.png,turtleGreenLargeRight.png,turtleGreenSmallLeft.png,donkeyLargeRight.png,turtleGreenSmallRight.png,anchorRedSmallRight.png,turtleGreenLargeLeft.png
4,53,f01,f01.mp3,9,9,9,AN,The large anchor,,anchor facing left,9,,anchor,,,anchor,,,size,direction,anchorRedSmall,,,,,,,,,,,,,,,,N,1,2,1,anchorRedSmall.png,anchorRedLargeRight.png,turtleGreenLargeRight.png,turtleGreenSmallLeft.png,donkeyLargeRight.png,turtleGreenSmallRight.png,anchorRedSmallRight.png,turtleGreenLargeLeft.png
2,54,23,23_CP_RC.mp3,1,CP,1,RC,The green sock that's chequered,x,blue striped sock,0,sock_blue_striped,sock,blue,striped,star,green,chequered,,,sock_blue_striped,sock_green_chequered,star_green_chequered,sock_blue_chequered,sock_green_striped,star_blue_striped,star_blue_chequered,star_green_striped,7,6,1,4,2,3,5,8,Y,7,6,7,star_green_chequered.png,sock_green_striped.png,star_blue_striped.png,sock_blue_chequered.png,star_blue_chequered.png,sock_green_chequered.png,sock_blue_striped.png,star_green_striped.png
4,54,23,23_PC_RC.mp3,2,PC,0,RC,The chequered sock that's green,x,blue striped sock,0,sock_blue_striped,sock,blue,striped,star,green,chequered,,,sock_blue_striped,sock_green_chequered,star_green_chequered,sock_blue_chequered,sock_green_striped,star_blue_striped,star_blue_chequered,star_green_striped,7,6,1,4,2,3,5,8,Y,7,6,7,star_green_chequered.png,sock_green_striped.png,star_blue_striped.png,sock_blue_chequered.png,star_blue_chequered.png,sock_green_chequered.png,sock_blue_striped.png,star_green_striped.png
3,54,23,23_CP.mp3,3,CP,1,AAN,The green chequered sock,,blue striped sock,1,sock_blue_striped,sock,blue,striped,sock,green,chequered,,,sock_blue_striped,sock_green_chequered,star_green_chequered,sock_blue_chequered,sock_green_striped,star_blue_striped,star_blue_chequered,star_green_striped,7,6,1,4,2,3,5,8,Y,7,6,7,star_green_chequered.png,sock_green_striped.png,star_blue_striped.png,sock_blue_chequered.png,star_blue_chequered.png,sock_green_chequered.png,sock_blue_striped.png,star_green_striped.png
1,54,23,23_PC.mp3,4,PC,0,AAN,The chequered green sock,,blue striped sock,1,sock_blue_striped,sock,blue,striped,sock,green,chequered,,,sock_blue_striped,sock_green_chequered,star_green_chequered,sock_blue_chequered,sock_green_striped,star_blue_striped,star_blue_chequered,star_green_striped,7,6,1,4,2,3,5,8,Y,7,6,7,star_green_chequered.png,sock_green_striped.png,star_blue_striped.png,sock_blue_chequered.png,star_blue_chequered.png,sock_green_chequered.png,sock_blue_striped.png,star_green_striped.png
1,55,f34,f34.mp3,9,9,9,N,The chisel,,small moon,9,,moon,,,chisel,,,noun category,size,moonBlueSmallLeft,,,,,,,,,,,,,,,,N,7,4,7,moonBlueLargeLeft.png,handleGreenLarge.png,handleGreenLarge.png,chiselBlueLarge.png,handleGreenLarge.png,handleBlueLarge.png,moonBlueSmallLeft.png,handleGreenLarge.png
2,55,f34,f34.mp3,9,9,9,N,The chisel,,small moon,9,,moon,,,chisel,,,noun category,size,moonBlueSmallLeft,,,,,,,,,,,,,,,,N,7,4,7,moonBlueLargeLeft.png,handleGreenLarge.png,handleGreenLarge.png,chiselBlueLarge.png,handleGreenLarge.png,handleBlueLarge.png,moonBlueSmallLeft.png,handleGreenLarge.png
3,55,f34,f34.mp3,9,9,9,N,The chisel,,small moon,9,,moon,,,chisel,,,noun category,size,moonBlueSmallLeft,,,,,,,,,,,,,,,,N,7,4,7,moonBlueLargeLeft.png,handleGreenLarge.png,handleGreenLarge.png,chiselBlueLarge.png,handleGreenLarge.png,handleBlueLarge.png,moonBlueSmallLeft.png,handleGreenLarge.png
4,55,f34,f34.mp3,9,9,9,N,The chisel,,small moon,9,,moon,,,chisel,,,noun category,size,moonBlueSmallLeft,,,,,,,,,,,,,,,,N,7,4,7,moonBlueLargeLeft.png,handleGreenLarge.png,handleGreenLarge.png,chiselBlueLarge.png,handleGreenLarge.png,handleBlueLarge.png,moonBlueSmallLeft.png,handleGreenLarge.png
1,56,f26,f26RC.mp3,9,9,9,RC,The small bird that's facing left,,large bird/bird that's facing left,9,,bird,,,bird,,,directionoun category,size,birdBlueLargeRight,,,,,,,,,,,,,,,,N,3,2,3,truckBlueLargeRight.png,birdBlueSmallLeft.png,birdBlueLargeRight.png,truckGreenLargeLeft.png,truckBlueLargeRight.png,birdBlueSmall.png,truckGreenLargeLeft.png,truckGreenLargeLeft.png
2,56,f26,f26RC.mp3,9,9,9,RC,The small bird that's facing left,,large bird/bird that's facing left,9,,bird,,,bird,,,directionoun category,size,birdBlueLargeRight,,,,,,,,,,,,,,,,N,3,2,3,truckBlueLargeRight.png,birdBlueSmallLeft.png,birdBlueLargeRight.png,truckGreenLargeLeft.png,truckBlueLargeRight.png,birdBlueSmall.png,truckGreenLargeLeft.png,truckGreenLargeLeft.png
3,56,f26,f26RC.mp3,9,9,9,RC,The small bird that's facing left,,large bird/bird that's facing left,9,,bird,,,bird,,,directionoun category,size,birdBlueLargeRight,,,,,,,,,,,,,,,,N,3,2,3,truckBlueLargeRight.png,birdBlueSmallLeft.png,birdBlueLargeRight.png,truckGreenLargeLeft.png,truckBlueLargeRight.png,birdBlueSmall.png,truckGreenLargeLeft.png,truckGreenLargeLeft.png
4,56,f26,f26RC.mp3,9,9,9,RC,The small bird that's facing left,,large bird/bird that's facing left,9,,bird,,,bird,,,directionoun category,size,birdBlueLargeRight,,,,,,,,,,,,,,,,N,3,2,3,truckBlueLargeRight.png,birdBlueSmallLeft.png,birdBlueLargeRight.png,truckGreenLargeLeft.png,truckBlueLargeRight.png,birdBlueSmall.png,truckGreenLargeLeft.png,truckGreenLargeLeft.png
